,Mean Expression,Log2 Fold Change,Adjusted P value,Gene Name,Function,Pathway
PMI3550,5102.72070327475,3.18014338091958,9.389876632231859e-08,fadB,(GenBank) fatty oxidation complex alpha subunit [includes: enoyl-CoA hydratase; 3-hydroxyacyl-CoA dehydrogenase and 3-hydroxybutyryl-CoA epimerase],"pmr00071  Fatty acid degradation, pmr00280  Valine, leucine and isoleucine degradation, pmr00281  Geraniol degradation, pmr00310  Lysine degradation, pmr00362  Benzoate degradation, pmr00380  Tryptophan metabolism, pmr00410  beta-Alanine metabolism, pmr00640  Propanoate metabolism, pmr00650  Butanoate metabolism, pmr00903  Limonene and pinene degradation, pmr00930  Caprolactam degradation, pmr01040  Biosynthesis of unsaturated fatty acids, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01212  Fatty acid metabolism"
PMI1349,936.655552015647,3.1068493718240897,1.47647978047007e-11,,(GenBank) putative lipoprotein,
PMI2764,1086.52673418661,2.9555084565090097,2.09638403973637e-10,aceB,(GenBank) malate synthase A,"pmr00620  Pyruvate metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI0436,673.127501459339,2.9400627608189795,4.13217905759178e-06,gltJ,"(GenBank) glutamate/aspartate ABC transporter, permease protein","pmr02010  ABC transporters, pmr02020  Two-component system"
PMI1808,810.5370615773579,2.9331113717005404,2.42944009906001e-10,fadI,(GenBank) 3-ketoacyl-CoA thiolase,"pmr00071  Fatty acid degradation, pmr00280  Valine, leucine and isoleucine degradation, pmr00281  Geraniol degradation, pmr00362  Benzoate degradation, pmr00592  alpha-Linolenic acid metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01212  Fatty acid metabolism"
PMI3595,2187.27592788356,2.9164554420794504,4.03851551741838e-18,gldA,(GenBank) glycerol dehydrogenase,"pmr00561  Glycerolipid metabolism, pmr00640  Propanoate metabolism, pmr01100  Metabolic pathways"
PMI2763,671.213292739974,2.8921692120239,6.52318797872268e-16,aceA,(GenBank) isocitrate lyase,"pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI3449,929.447620418726,2.80058645037206,2.08939920491384e-08,,(GenBank) conserved hypothetical protein,
PMI0631,2603.56117332435,2.79829673642301,1.25410229454024e-13,dps,(GenBank) DNA protection during starvation protein,
PMI1406,3080.0435446920396,2.78446208453741,1.97260837473443e-08,gadC,(GenBank) probable glutamate/gamma-aminobutyrate antiporter (extreme acid sensitivity protein),pmr02024  Quorum sensing
PMI3556,6481.7071867494105,2.7687302030579706,5.0324677172313105e-06,,(GenBank) putative membrane protein,
PMI1807,1229.4154620250802,2.76805312658939,9.479023769413691e-09,fadJ,(GenBank) fatty acid oxidation complex alpha subunit [includes: enoyl-coa hydratase and 3-hydroxyacyl-coa dehydrogenase],"pmr00071  Fatty acid degradation, pmr00280  Valine, leucine and isoleucine degradation, pmr00281  Geraniol degradation, pmr00310  Lysine degradation, pmr00362  Benzoate degradation, pmr00380  Tryptophan metabolism, pmr00410  beta-Alanine metabolism, pmr00640  Propanoate metabolism, pmr00650  Butanoate metabolism, pmr00903  Limonene and pinene degradation, pmr00930  Caprolactam degradation, pmr01040  Biosynthesis of unsaturated fatty acids, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01212  Fatty acid metabolism"
PMI2268,3353.65789810854,2.7501442737022,1.04373605544886e-06,,(GenBank) short chain dehydrogenase,
PMI1395,88.74217570817021,2.72689435391892,1.3143007159830901e-08,,(GenBank) hypothetical protein,
PMI1773,1271.15749147807,2.69349504941086,3.17017016520378e-13,gcd,(GenBank) quinoprotein glucose dehydrogenase,"pmr00030  Pentose phosphate pathway, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics"
PMI1407,11455.8885412046,2.69263755304596,4.13314950064724e-08,gadB,(GenBank) glutamate decarboxylase beta,"pmr00250  Alanine, aspartate and glutamate metabolism, pmr00410  beta-Alanine metabolism, pmr00430  Taurine and hypotaurine metabolism, pmr00650  Butanoate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr02024  Quorum sensing"
PMI2114,4700.2651190815795,2.67097552885159,1.84313660682943e-05,,(GenBank) putative sodium:alanine symporter,
PMI3557,4500.46972645733,2.6586071059515697,2.38988315295075e-06,,(GenBank) conserved hypothetical protein,
PMI2236,2410.26768738466,2.61922968071643,7.7025030519853e-07,rpoS,(GenBank) RNA polymerase sigma factor RpoS,
PMI1542,64.7230785388114,2.6186029845721,1.1276908918376699e-07,,(GenBank) hypothetical protein,
PMI3037,28438.7783257589,2.6078318154443902,4.220428011890589e-05,acs,(GenBank) acetyl-coenzyme A synthetase,"pmr00010  Glycolysis / Gluconeogenesis, pmr00620  Pyruvate metabolism, pmr00640  Propanoate metabolism, pmr00680  Methane metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI3703,531.290859260942,2.60700809133197,2.6247020325292603e-13,,(GenBank) putative membrane protein,
PMI2409,89.38689724982821,2.58793898764093,9.29187242502294e-09,,(GenBank) putative pyruvate kinase,"pmr00010  Glycolysis / Gluconeogenesis, pmr00230  Purine metabolism, pmr00620  Pyruvate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01230  Biosynthesis of amino acids"
PMI3450,2275.6145048021303,2.57970982379809,2.18938931032674e-07,nrdG,(GenBank) anaerobic ribonucleoside-triphosphate reductase activating protein,
PMI3579,9897.438859433041,2.57524515412858,9.757210787487159e-06,,(GenBank) conserved hypothetical protein,
PMI0603,788.488144142706,2.4983323547274505,7.559854623943029e-06,bioB,(GenBank) biotin synthase,"pmr00780  Biotin metabolism, pmr01100  Metabolic pathways"
PMI2990,15808.1589947414,2.48568881283494,4.8374219844513795e-12,,(GenBank) conserved hypothetical protein,pmr03070  Bacterial secretion system
PMI1082,312.76108095904,2.45392115705782,5.31027107484305e-08,,(GenBank) putative membrane protein,
PMI1223,1510.44727446693,2.45224525987077,5.88900193818308e-06,,(GenBank) HlyD-family secretion protein,
PMI3038,1197.7547441570098,2.45170844034173,0.0030450452289921,,(GenBank) putative membrane protein,
PMI1439,243.663762408598,2.44746988298191,1.5330074190187499e-13,phoH,(GenBank) PhoH protein (phosphate starvation-inducible protein PsiH),
PMI2659,890.245324567221,2.44692174831335,1.5305914618673903e-09,caiE,(GenBank) putative transferase in carnitine metabolism,
PMI0435,469.281331092094,2.43705525386793,5.638456554371171e-05,gltK,"(GenBank) glutamate/aspartate ABC transporter, permease protein","pmr02010  ABC transporters, pmr02020  Two-component system"
PMI0688,1446.82115155837,2.4363288533167,5.79890940282592e-05,cspD,(GenBank) cold shock-like protein,
PMI1740,3972.5078856237606,2.4304863487878903,3.8289070649743797e-07,katA,(GenBank) catalase,"pmr00380  Tryptophan metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI1320,2063.6624060128,2.42928598390787,5.21297776540989e-07,acnA,(GenBank) aconitate hydratase 1,"pmr00020  Citrate cycle (TCA cycle), pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01210  2-Oxocarboxylic acid metabolism, pmr01230  Biosynthesis of amino acids"
PMI0845,446.034436445459,2.41647044283871,1.90361076053132e-08,ipdC,(GenBank) putative indole-3-pyruvate decarboxylase,"pmr00380  Tryptophan metabolism, pmr01100  Metabolic pathways"
PMI0437,6652.67198741932,2.4081329626047,0.004822707438249411,gltI,"(GenBank) glutamate/aspartate ABC transporter, substrate-binding protein","pmr02010  ABC transporters, pmr02020  Two-component system"
PMI1702,188.992371915844,2.4048337477818302,1.9731515889870398e-13,,(GenBank) putative membrane protein,
PMI1452,672.67172050882,2.38572552669769,2.1516706507375002e-11,,(GenBank) conserved hypothetical protein,
PMI1532,2270.10179801725,2.3839773854912902,1.7926722615050897e-05,,(GenBank) glucose 1-dehydrogenase,"pmr00030  Pentose phosphate pathway, pmr01120  Microbial metabolism in diverse environments, pmr01200  Carbon metabolism"
PMI1058,7758.80079321565,2.3603175162271204,4.52694941523266e-10,budB,"(GenBank) acetolactate synthase, catabolic","pmr00290  Valine, leucine and isoleucine biosynthesis, pmr00650  Butanoate metabolism, pmr00660  C5-Branched dibasic acid metabolism, pmr00770  Pantothenate and CoA biosynthesis, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01210  2-Oxocarboxylic acid metabolism, pmr01230  Biosynthesis of amino acids"
PMI1225,441.43716192358,2.3559075530226,4.59039711331878e-07,,(GenBank) ABC-2 type transporter,
PMI1224,1535.42406075811,2.3415658670056296,1.83399387267016e-07,,(GenBank) putative ABC-type multidrug transport system,
PMI0223,11365.946720823,2.33739555053406,3.41879672400455e-05,,(GenBank) putative alpha-keto acid decarboxylase,
PMI3702,1784.4276434996302,2.3293973070655802,1.55374595928014e-07,fadH,"(GenBank) 2,4-dienoyl-CoA reductase",
PMI1384,705.496607235414,2.32849351877645,2.8466390126713e-16,gst,(GenBank) glutathione S-transferase,pmr00480  Glutathione metabolism
PMI3343,1199.0714219937,2.30746001652405,8.34835821393928e-06,,(GenBank) putative thioesterase,
PMI1059,2583.5557653403503,2.29516755440201,8.44509601328154e-14,budA,(GenBank) alpha-acetolactate decarboxylase,"pmr00650  Butanoate metabolism, pmr00660  C5-Branched dibasic acid metabolism"
PMI1475,33884.3978622399,2.28892472237029,0.000345377345105167,oppA,"(GenBank) oligopeptide ABC transporter, oligopeptide-binding protein","pmr01501  beta-Lactam resistance, pmr02010  ABC transporters, pmr02024  Quorum sensing"
PMI1032,461.639224861177,2.28649943399821,1.73183995438116e-17,,(GenBank) putative transcriptional regulator,
PMI2529,2193.7332287498803,2.2698771714675803,1.35143921522839e-11,rpiB,(GenBank) putative ribose 5-phosphate isomerase,"pmr00030  Pentose phosphate pathway, pmr00051  Fructose and mannose metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01230  Biosynthesis of amino acids"
PMI1023,399.389568006619,2.26206025512435,3.77300907810959e-10,,(GenBank) putative kinase,
PMI2991,16555.9878207191,2.2599016313498597,3.25874231862687e-08,,(GenBank) VgrG-like protein,pmr03070  Bacterial secretion system
PMI3559,13605.0061914942,2.25905255712866,0.000120222380817522,,(GenBank) putative bifunctional acetyl-/propionyl-coenzyme A carboxylase alpha chain [includes: biotin carboxylase and biotin carboxyl carrier protein],"pmr00061  Fatty acid biosynthesis, pmr00280  Valine, leucine and isoleucine degradation, pmr00620  Pyruvate metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr00640  Propanoate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01212  Fatty acid metabolism"
PMI1408,3712.79610508508,2.25754700907487,2.0766995453680606e-09,,(GenBank) putative conjugated bile acid hydrolase,"pmr00121  Secondary bile acid biosynthesis, pmr01100  Metabolic pathways"
PMI1006,3116.10895532209,2.24508658442456,1.10923420736444e-06,uspF,(GenBank) universal stress protein F,
PMI1449,720.600280073585,2.23633335545092,5.74284085477009e-07,uspG1,(GenBank) universal stress protein G,
PMI1591,2958.0028978038695,2.23103503633155,1.1276908918376699e-07,,(GenBank) putative diacylglycerol kinase,
PMI3253,4540.62754070045,2.22848665738556,2.40521321295896e-10,bfr,(GenBank) bacterioferritin,pmr00860  Porphyrin and chlorophyll metabolism
PMI1780,1405.5740431187,2.22746433923189,8.565323957532921e-13,,(GenBank) putative glutathione-S transferase,
PMI2846,597.283111576746,2.22007367229001,0.00025781432861468997,dppB,"(GenBank) dipeptide ABC transporter, permease protein",pmr02010  ABC transporters
PMI1957,16.4835691888224,2.21520320081246,0.000140230380558575,,(GenBank) conserved hypothetical protein,
PMI0991,1177.75023072051,2.2104982215667004,8.592224479865289e-06,,(GenBank) conserved hypothetical protein,
PMI2256,14225.1495846766,2.21000847137362,0.000130792227645759,,(GenBank) putative oxidoreductase,pmr00920  Sulfur metabolism
PMI2569,296.072735343408,2.20514706370564,2.79070040540255e-11,,(GenBank) putative membrane protein,
PMI2254,9456.30842963915,2.20251327679859,0.00024663900840877004,mdeA,(GenBank) methionine gamma-lyase,"pmr00270  Cysteine and methionine metabolism, pmr00450  Selenocompound metabolism"
PMI3558,12373.2127765017,2.18293023351968,0.000238646506953348,,(GenBank) putative allophanate hydrolase,
PMI0391,238.125774765777,2.17476374926913,3.2622337156248104e-05,,(GenBank) putative sigma 54 modulation protein,
PMI1390,276.490251000491,2.17373783263899,1.8166433540125803e-08,slyA,(GenBank) MarR-family transcriptional regulator,
PMI0121,384.897662453756,2.1707847432411,7.077903933974581e-11,,(GenBank) conserved hypothetical protein,
PMI0279,392250.39449687296,2.16221196127636,5.0624029484355995e-06,zapA,(GenBank) metalloprotease,pmr01503  Cationic antimicrobial peptide (CAMP) resistance
PMI1781,1069.35534746222,2.15915540630763,7.017834743646629e-07,,(GenBank) conserved hypothetical protein,
fig|529507.6.peg.1530,69.3735541099468,2.15712325550571,0.000129569706852023,,,
PMI2092,2103.27074807139,2.14995582861205,2.63586552190293e-12,budC,(GenBank) acetoin(diacetyl) reductase,pmr00650  Butanoate metabolism
PMI3007,1016.4358570565599,2.14356590208363,1.50723125903545e-07,,(GenBank) short chain dehydrogenase,
PMI2407,231.456311888607,2.13906906782149,1.7481165277396002e-12,pgtC,"(GenBank) phosphoglycerate transport system, substrate-binding/regulatory protein",pmr02020  Two-component system
PMI1467,27.899262639227,2.13836723714865,0.000323811195944306,,(GenBank) fimbrial chaperone protein,
PMI3010,464.698871271168,2.1172686992248,5.0624029484355995e-06,uspB,(GenBank) universal stress protein B,
PMI0072,6036.07941445205,2.11126197070736,0.00063841509061261,ggt,(GenBank) gamma-glutamyltranspeptidase,"pmr00430  Taurine and hypotaurine metabolism, pmr00460  Cyanoamino acid metabolism, pmr00480  Glutathione metabolism, pmr01100  Metabolic pathways"
PMI2931,267.995833733221,2.1107442243133,2.46239558450415e-06,,(GenBank) conserved hypothetical protein,
PMI3093,1394.26627008545,2.10438715550509,8.79758033365121e-11,,(GenBank) putative exported protein,
PMI2019,15429.9819965394,2.05543541564817,0.000744129173500126,gcvP,(GenBank) glycine dehydrogenase [decarboxylating] (glycine cleavage system P-protein),"pmr00260  Glycine, serine and threonine metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI1592,6270.64076991111,2.05170289562605,0.000344973554593489,fbaB,(GenBank) fructose-bisphosphate aldolase class I,"pmr00010  Glycolysis / Gluconeogenesis, pmr00030  Pentose phosphate pathway, pmr00051  Fructose and mannose metabolism, pmr00680  Methane metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism, pmr01230  Biosynthesis of amino acids"
PMI2341,1024.1710746823899,2.04353153458589,6.364597661340439e-07,,(GenBank) autotransporter (serine protease),
PMI2255,3359.80484646697,2.04351333292932,0.000385963282667811,,(GenBank) conserved hypothetical protein,
PMI1333,235.434925235136,2.03783334058463,4.335431036571551e-15,sodC,(GenBank) copper-zinc superoxide dismutase,
PMI2203,749.043260277732,2.0110609695495802,5.07609743303917e-08,,(GenBank) putative isochorismatase,
PMI0360,1606.9216408828,1.99744203339937,5.00680153031274e-05,,(GenBank) putative general stress response protein,
PMI1275,55.527801802048906,1.98039434060783,2.33760384371709e-06,,(GenBank) putative aminotransferase,"pmr00270  Cysteine and methionine metabolism, pmr00450  Selenocompound metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01230  Biosynthesis of amino acids"
PMI1202,1206.72819139167,1.9781573979151499,1.41264769452966e-10,uspE,(GenBank) universal stress protein E,
PMI2658,693.9048467938701,1.96515429142865,1.03398983896515e-08,caiD,(GenBank) carnitinyl-CoA dehydratase,
PMI1117,11140.343089668999,1.96234472321782,4.1899232971533997e-07,hcp,(GenBank) conserved hypothetical protein,pmr03070  Bacterial secretion system
PMI1952,307.721353001075,1.95612472340635,1.23319090990709e-06,tkrA,(GenBank) 2-ketogluconate reductase (2-ketoaldonate reductase),"pmr00030  Pentose phosphate pathway, pmr00260  Glycine, serine and threonine metabolism, pmr00620  Pyruvate metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments"
PMI2231,214.80588533488498,1.95456552204378,2.63268284018352e-08,,(GenBank) putative transport protein,
PMI2021,18582.2931419723,1.95102313167866,0.00041634445782567003,gcvT,(GenBank) aminomethyltransferase (glycine cleavage system T protein),"pmr00260  Glycine, serine and threonine metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr00670  One carbon pool by folate, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI2549,423.88059792478106,1.94621690905335,7.09535877887162e-06,,(GenBank) putative phage integrase,
PMI3505,4.57935638911949,1.94556268311176,0.0167117675582693,,(GenBank) putative putative IS element transposase,
PMI2020,12560.9975591146,1.9433475954507602,0.000377521578252108,gcvH,(GenBank) glycine cleavage system H protein,"pmr00260  Glycine, serine and threonine metabolism, pmr00630  Glyoxylate and dicarboxylate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI1613,386.016577033017,1.9339713496584199,0.001292998127903,,(GenBank) universal stress protein,
PMI0602,193.96985818665502,1.93211460966402,0.00024108879575165097,bioA,(GenBank) adenosylmethionine-8-amino-7-oxononanoate aminotransferase,"pmr00780  Biotin metabolism, pmr01100  Metabolic pathways"
PMI1476,9580.47688493468,1.9208415179781202,0.000561196195083618,oppA2,"(GenBank) oligopeptide ABC transporter, oligopeptide-binding protein","pmr01501  beta-Lactam resistance, pmr02010  ABC transporters, pmr02024  Quorum sensing"
PMI1611,69.7008415050114,1.9159402752173702,8.463250894594979e-07,,(GenBank) universal stress protein,
PMI1409,3536.2561075578797,1.9117133229346799,0.000771426607017782,lpp,(GenBank) major outer membrane lipoprotein (murein-lipoprotein),
PMI3387,314.996768274207,1.90561447856054,4.8626132238271e-06,,(GenBank) conserved hypothetical protein,
PMI1402,657.319630483747,1.9051221476554099,2.0643336708326397e-13,cfa,(GenBank) cyclopropane-fatty-acyl-phospholipid synthase,
PMI2992,6370.96040051428,1.90270139511255,1.80153632234483e-05,,(GenBank) hypothetical protein,
PMI2509,908.0084931849229,1.9012741706155902,3.43264970428242e-05,,(GenBank) conserved hypothetical protein,
PMI1474,2518.69968193173,1.89563546326181,0.00182824118111066,oppB,"(GenBank) oligopeptide ABC transporter, permease protein","pmr01501  beta-Lactam resistance, pmr02010  ABC transporters, pmr02024  Quorum sensing"
PMI2847,6973.348235786751,1.88425247459539,0.0228602691228982,dppA,"(GenBank) dipeptide ABC transporter, substrate-binding protein","pmr02010  ABC transporters, pmr02030  Bacterial chemotaxis"
PMI2661,500.480234965627,1.8766064585403501,1.46220805395964e-07,fsaA,(GenBank) fructose-6-phosphate aldolase,
PMI1529,6206.75628541225,1.86325616114436,0.00039759766421169104,,(GenBank) putative exported protein,
PMI1450,540.84685025208,1.86288267081849,9.82265083665297e-06,,(GenBank) Putative membrane protein,
PMI0396,12.950580320939801,1.8619417533075902,0.0016174473745135,,(GenBank) putative exported protein,
PMI0604,285.013449435942,1.8574410592466,0.0023678492223021697,bioF,(GenBank) 8-amino-7-oxononanoate synthase,"pmr00780  Biotin metabolism, pmr01100  Metabolic pathways"
PMI3483,2.83240170837233,1.8573090917901,0.0382771251803314,,(GenBank) putative plasmid-related protein,
PMI3092,649.670927386811,1.85543584099666,1.8166433540125803e-08,,(GenBank) putative fimbrial subunit,
PMI0278,36435.0202647502,1.8530264150153402,2.9698447870801004e-06,zapB,(GenBank) Type I secretion ATP-binding protein,pmr02010  ABC transporters
PMI2845,213.311826071041,1.84303048383361,0.00123662049504842,dppC,"(GenBank) dipeptide ABC transporter, permease protein",pmr02010  ABC transporters
PMI0799,1580.6335916852,1.8427980657568601,6.98794943179362e-07,cbpA,(GenBank) curved DNA-binding protein,
PMI0622,161.412285275902,1.84083645542124,0.00019280711131911598,,(GenBank) putative transglycosylase associated protein,
PMI2993,20098.0139927415,1.82518186662363,0.000129471122959358,,(GenBank) putative membrane protein,
PMI3698,171.793809326161,1.82106696368477,4.1600710442039797e-07,,(GenBank) putative membrane protein,
PMI2232,160.549184247449,1.81593945901079,5.85360845574349e-06,,(GenBank) TetR-family transcriptional regulator,
PMI0024,1556.68950389499,1.8030110782728899,4.3789933499379906e-08,dkgA,"(GenBank) 2,5-diketo-D-gluconic acid reductase A",
PMI2222,178.19539242526,1.8006986579618898,0.000885861850973932,,(GenBank) fimbrial subunit,
PMI1473,2583.46636224374,1.7924840911486202,0.000639771797776954,oppC,"(GenBank) oligopeptide ABC transporter, permease protein","pmr01501  beta-Lactam resistance, pmr02010  ABC transporters, pmr02024  Quorum sensing"
PMI1931,1939.7494456189602,1.7822472089963899,0.00011203376126574099,mqo,(GenBank) malate:quinone oxidoreductase,"pmr00020  Citrate cycle (TCA cycle), pmr00620  Pyruvate metabolism, pmr01100  Metabolic pathways, pmr01110  Biosynthesis of secondary metabolites, pmr01120  Microbial metabolism in diverse environments, pmr01130  Biosynthesis of antibiotics, pmr01200  Carbon metabolism"
PMI1516,42.3176275983493,1.76575681190502,3.64775037068665e-06,,(GenBank) hypothetical protein,
PMI0805,1978.46069954655,1.7610704206582901,6.26582334136467e-06,,(GenBank) putative exported protein,
PMI2813,7836.20975240616,1.7605423570771501,5.89230340005343e-06,aer,(GenBank) aerotaxis receptor,"pmr02020  Two-component system, pmr02030  Bacterial chemotaxis"
PMI2189,232.566259939457,1.74306651771721,7.007549824494701e-06,cscK,(GenBank) fructokinase,"pmr00051  Fructose and mannose metabolism, pmr00500  Starch and sucrose metabolism, pmr00520  Amino sugar and nucleotide sugar metabolism, pmr01100  Metabolic pathways"
PMI1625,84.7031963664668,1.7407364180175702,0.00233337253801821,,(GenBank) hypothetical protein,
PMI2844,545.438864222813,1.7373761172158302,0.0029948181571235197,dppD,"(GenBank) dipeptide ABC transporter, ATP-binding protein",pmr02010  ABC transporters
PMI0434,829.147020721922,1.72638563251071,0.0024345752170151103,gltL,"(GenBank) glutamate/aspartate ABC transporter, ATP-binding protein","pmr02010  ABC transporters, pmr02020  Two-component system"
fig|529507.6.peg.3602,10.3252673281575,1.72272629098788,0.00743607800825712,,,
PMI2809,16171.8844627128,1.7195787065045403,0.00612036061822832,,(GenBank) methyl-accepting chemotaxis protein,
PMI0556,675.126172337885,1.7193892556771002,6.33298569744797e-08,,(GenBank) conserved hypothetical protein,
PMI3679,2722.1463282001,1.7186229504131698,2.6830054421714298e-06,elbB,(GenBank) enhancing lycopene biosynthesis protein 2,
PMI2510,87.7597747642346,1.70607917530944,5.887998076546949e-05,,(GenBank) radical SAM superfamily protein,
PMI0667,900.291652460289,1.7039531755874398,1.3831525176343199e-08,,(GenBank) putative exported protein,
PMI2190,1250.39924356044,1.69462618374998,1.85428576491396e-06,cscA,(GenBank) sucrose-6-phosphate hydrolase (sucrase) (invertase),"pmr00052  Galactose metabolism, pmr00500  Starch and sucrose metabolism, pmr01100  Metabolic pathways"
PMI2365,152.068980226879,1.69292419131103,4.0268402105571796e-05,,(GenBank) putative demethylmenaquinone methyltransferase,
PMI0800,81.71894261291409,1.68580200648428,0.000358322879694722,cbpM,(GenBank) chaperone-modulator protein,
PMI2843,707.1407939225909,1.6782014252171902,0.008825681777449659,dppF,"(GenBank) dipeptide ABC transporter, ATP-binding protein",pmr02010  ABC transporters
PMI2740,1464.1673011796202,1.6606874826765001,7.5394857293859495e-06,qor,(GenBank) quinone oxidoreductase,
PMI3383,2605.28426960534,1.6602260662152202,3.01650010783377e-10,gabD,(GenBank) succinate-semialdehyde dehydrogenase,"pmr00250  Alanine, aspartate and glutamate metabolism, pmr00310  Lysine degradation, pmr00350  Tyrosine metabolism, pmr00650  Butanoate metabolism, pmr00760  Nicotinate and nicotinamide metabolism, pmr01100  Metabolic pathways, pmr01120  Microbial metabolism in diverse environments"
PMI2367,171.107682393286,1.65700971502301,4.7796586163725e-06,,(GenBank) conserved hypothetical protein,
